date,year,district,temperature,max_temperature,rainfall,wind_speed,humidity,green_ratio,heat_index,heatwave_days,patient_count,death_count
2021-05-25,2021,강남구,15.9,19.9,6.5,2.1,72.3,0.455681013,23.13,0,0,0
2021-05-26,2021,강남구,19.6,25.6,0.0,1.9,58.5,0.455681013,25.45,0,0,0
2021-05-27,2021,강남구,16.5,19.6,8.5,1.9,83.0,0.455681013,24.8,0,0,0
2021-05-28,2021,강남구,16.1,21.8,20.5,1.9,86.0,0.455681013,24.7,0,0,0
2021-05-29,2021,강남구,16.8,21.1,0.0,1.3,79.8,0.455681013,24.78,0,0,0
2021-05-30,2021,강남구,19.8,28.5,21.5,1.8,73.0,0.455681013,27.1,0,0,0
2021-05-31,2021,강남구,21.3,24.9,1.0,1.2,78.9,0.455681013,29.19,0,0,0
2021-06-01,2021,강남구,22.2,26.0,0.0,1.4,74.6,0.455681013,29.66,0,0,0
2021-06-02,2021,강남구,25.2,31.5,0.0,1.3,64.4,0.455681013,31.64,0,0,0
2021-06-03,2021,강남구,20.3,24.5,27.0,0.8,80.8,0.455681013,28.38,0,0,0
2021-06-04,2021,강남구,19.2,24.1,0.5,1.9,69.4,0.455681013,26.14,0,0,0
2021-06-05,2021,강남구,21.6,27.0,0.0,2.2,68.1,0.455681013,28.41,0,0,0
2021-06-06,2021,강남구,23.9,29.4,0.0,1.3,69.6,0.455681013,30.86,0,0,0
2021-06-07,2021,강남구,22.6,26.1,0.0,0.8,71.5,0.455681013,29.75,0,0,0
2021-06-08,2021,강남구,25.3,30.2,0.0,1.0,69.6,0.455681013,32.26,0,0,0
2021-06-09,2021,강남구,28.1,33.9,0.0,0.9,59.1,0.455681013,34.01,1,0,0
2021-06-10,2021,강남구,26.5,32.0,7.0,1.3,68.5,0.455681013,33.35,0,0,0
2021-06-11,2021,강남구,22.6,25.8,5.5,2.0,84.5,0.455681013,31.05,0,0,0
2021-06-12,2021,강남구,25.8,32.3,0.0,1.2,74.6,0.455681013,33.26,0,0,0
2021-06-13,2021,강남구,25.8,31.4,0.0,1.2,72.6,0.455681013,33.06,0,0,0
2021-06-14,2021,강남구,25.2,31.6,0.0,1.2,68.8,0.455681013,32.08,0,0,0
2021-06-15,2021,강남구,23.8,26.3,1.5,1.8,79.1,0.455681013,31.71,0,0,0
2021-06-16,2021,강남구,25.9,30.1,0.0,3.1,59.9,0.455681013,31.89,0,0,0
2021-06-17,2021,강남구,23.1,26.2,0.0,1.7,71.4,0.455681013,30.24,0,0,0
2021-06-18,2021,강남구,20.5,21.8,7.5,1.6,92.1,0.455681013,29.71,0,0,0
2021-06-19,2021,강남구,23.8,29.0,0.0,1.1,74.0,0.455681013,31.2,0,0,0
2021-06-20,2021,강남구,24.2,30.8,0.0,1.9,73.3,0.455681013,31.53,0,0,0
2021-06-21,2021,강남구,25.0,30.1,0.0,1.3,67.0,0.455681013,31.7,0,0,0
2021-06-22,2021,강남구,24.2,29.5,15.0,1.3,67.9,0.455681013,30.99,0,0,0
2021-06-23,2021,강남구,23.3,28.9,22.5,1.6,70.5,0.455681013,30.35,0,0,0
2021-06-24,2021,강남구,24.1,28.9,0.0,1.0,71.1,0.455681013,31.21,0,0,0
2021-06-25,2021,강남구,25.4,30.0,0.0,1.0,69.0,0.455681013,32.3,0,0,0
2021-06-26,2021,강남구,24.2,27.3,2.0,1.4,78.5,0.455681013,32.05,0,0,0
2021-06-27,2021,강남구,26.3,32.8,0.5,1.6,72.1,0.455681013,33.51,0,0,0
2021-06-28,2021,강남구,25.4,30.8,1.5,1.2,76.4,0.455681013,33.04,0,0,0
2021-06-29,2021,강남구,25.7,29.2,8.0,0.9,78.6,0.455681013,33.56,0,0,0
2021-06-30,2021,강남구,26.0,30.2,0.5,0.6,77.9,0.455681013,33.79,0,0,0
2021-07-01,2021,강남구,28.4,32.8,0.0,1.0,70.9,0.455681013,35.49,0,0,0
2021-07-02,2021,강남구,28.9,33.4,0.0,1.7,64.1,0.455681013,35.31,1,0,0
2021-07-03,2021,강남구,24.2,27.7,52.5,3.0,80.0,0.455681013,32.2,0,0,0
2021-07-04,2021,강남구,22.7,24.6,12.5,1.5,96.8,0.455681013,32.38,0,0,0
2021-07-05,2021,강남구,25.0,28.9,0.0,0.8,80.3,0.455681013,33.03,0,0,0
2021-07-06,2021,강남구,27.2,31.7,0.0,1.0,73.4,0.455681013,34.54,0,0,0
2021-07-07,2021,강남구,28.2,31.4,11.0,1.0,78.5,0.455681013,36.05,0,0,0
2021-07-08,2021,강남구,27.5,32.6,1.0,1.2,81.6,0.455681013,35.66,0,0,0
2021-07-09,2021,강남구,27.0,30.6,0.0,1.0,77.3,0.455681013,34.73,0,0,0
2021-07-10,2021,강남구,27.1,31.2,12.0,1.5,80.4,0.455681013,35.14,0,0,0
2021-07-11,2021,강남구,27.1,29.8,0.5,1.4,86.8,0.455681013,35.78,0,0,0
2021-07-12,2021,강남구,29.6,34.3,0.0,0.9,75.1,0.455681013,37.11,1,0,0
2021-07-13,2021,강남구,30.5,33.5,0.0,0.9,76.1,0.455681013,38.11,2,0,0
2021-07-14,2021,강남구,31.6,35.9,0.0,1.3,71.4,0.455681013,38.74,3,0,0
2021-07-15,2021,강남구,31.2,36.8,0.0,1.4,71.1,0.455681013,38.31,4,0,0
2021-07-16,2021,강남구,29.95,35.099999999999994,28.5,1.6,68.4,0.455681013,36.79,0,0,0
2021-07-17,2021,강남구,28.7,33.4,0.0,1.7,63.1,0.455681013,35.01,1,0,0
2021-07-18,2021,강남구,29.6,34.5,8.0,1.4,62.5,0.455681013,35.85,2,0,0
2021-07-19,2021,강남구,26.8,31.1,6.0,1.0,80.1,0.455681013,34.81,0,0,0
2021-07-20,2021,강남구,28.7,33.3,0.0,1.2,75.8,0.455681013,36.28,1,0,0
2021-07-21,2021,강남구,31.0,35.9,0.0,1.3,64.0,0.455681013,37.4,2,0,0
2021-07-22,2021,강남구,31.6,36.3,0.0,1.4,59.8,0.455681013,37.58,3,1,0
2021-07-23,2021,강남구,31.5,36.6,0.0,1.1,61.8,0.455681013,37.68,4,0,0
2021-07-24,2021,강남구,32.2,37.3,0.0,1.1,57.4,0.455681013,37.94,5,0,0
2021-07-25,2021,강남구,31.9,36.3,0.0,1.5,55.8,0.455681013,37.48,6,0,0
2021-07-26,2021,강남구,31.3,35.8,0.0,1.6,54.9,0.455681013,36.79,7,0,0
2021-07-27,2021,강남구,31.9,36.9,0.0,1.3,60.5,0.455681013,37.95,8,0,0
2021-07-28,2021,강남구,30.2,34.9,0.5,1.0,67.4,0.455681013,36.94,9,1,0
2021-07-29,2021,강남구,29.5,33.0,0.0,1.0,69.9,0.455681013,36.49,10,0,0
2021-07-30,2021,강남구,30.4,35.6,0.0,1.2,63.1,0.455681013,36.71,11,0,0
2021-07-31,2021,강남구,29.5,34.1,1.5,1.5,69.9,0.455681013,36.49,12,0,0
2021-08-01,2021,강남구,27.2,29.1,7.0,0.7,81.8,0.455681013,35.38,0,0,0
2021-08-02,2021,강남구,26.2,29.5,1.0,1.0,82.6,0.455681013,34.46,0,0,0
2021-08-03,2021,강남구,28.5,32.9,0.0,1.1,76.9,0.455681013,36.19,0,0,0
2021-08-04,2021,강남구,29.3,33.5,0.0,1.2,70.6,0.455681013,36.36,1,0,0
2021-08-05,2021,강남구,30.1,35.2,0.0,1.2,68.1,0.455681013,36.91,2,0,0
2021-08-06,2021,강남구,28.6,33.9,0.0,1.3,68.4,0.455681013,35.44,3,0,0
2021-08-07,2021,강남구,28.5,32.6,0.0,1.2,65.0,0.455681013,35.0,0,0,0
2021-08-08,2021,강남구,27.0,32.1,7.5,1.3,74.8,0.455681013,34.48,0,0,0
2021-08-09,2021,강남구,28.5,33.8,0.0,1.3,62.4,0.455681013,34.74,1,0,0
2021-08-10,2021,강남구,28.2,32.6,0.0,1.6,62.5,0.455681013,34.45,0,0,0
2021-08-11,2021,강남구,27.4,31.2,1.5,1.3,70.3,0.455681013,34.43,0,0,0
2021-08-12,2021,강남구,26.2,31.6,24.0,1.3,67.1,0.455681013,32.91,0,0,0
2021-08-13,2021,강남구,26.4,29.5,0.0,1.5,70.4,0.455681013,33.44,0,0,0
2021-08-14,2021,강남구,26.1,30.0,0.0,2.7,63.9,0.455681013,32.49,0,0,0
2021-08-15,2021,강남구,26.9,31.7,0.0,1.9,59.6,0.455681013,32.86,0,0,0
2021-08-16,2021,강남구,27.1,31.9,0.0,1.7,61.1,0.455681013,33.21,0,0,0
2021-08-17,2021,강남구,24.9,31.6,51.5,1.9,65.0,0.455681013,31.4,0,0,0
2021-08-18,2021,강남구,24.1,29.7,12.5,2.3,69.6,0.455681013,31.06,0,0,0
2021-08-19,2021,강남구,25.9,31.5,0.0,1.9,57.1,0.455681013,31.61,0,0,0
2021-08-20,2021,강남구,26.6,30.6,0.0,1.3,63.6,0.455681013,32.96,0,0,0
2021-08-21,2021,강남구,23.4,25.7,52.5,2.0,88.1,0.455681013,32.21,0,0,0
2021-08-22,2021,강남구,23.9,26.8,0.0,1.5,81.5,0.455681013,32.05,0,0,0
2021-08-23,2021,강남구,22.2,23.9,6.0,1.5,89.3,0.455681013,31.13,0,0,0
2021-08-24,2021,강남구,23.3,26.4,7.5,2.2,93.6,0.455681013,32.66,0,0,0
2021-08-25,2021,강남구,24.6,28.4,0.5,1.0,85.5,0.455681013,33.15,0,0,0
2021-08-26,2021,강남구,25.2,28.2,0.0,1.4,84.9,0.455681013,33.69,0,0,0
2021-08-27,2021,강남구,22.0,25.0,1.5,0.7,83.5,0.455681013,30.35,0,0,0
2021-08-28,2021,강남구,23.4,28.4,0.0,0.9,80.4,0.455681013,31.44,0,0,0
2021-08-29,2021,강남구,23.2,26.5,2.5,0.9,82.6,0.455681013,31.46,0,0,0
2021-08-30,2021,강남구,24.4,27.8,0.0,0.7,77.5,0.455681013,32.15,0,0,0
2021-08-31,2021,강남구,20.1,23.3,102.5,1.8,93.3,0.455681013,29.43,0,0,0
2021-09-01,2021,강남구,21.0,23.6,0.5,2.3,83.1,0.455681013,29.31,0,0,0
2021-09-02,2021,강남구,22.9,26.3,0.5,1.4,70.3,0.455681013,29.93,0,0,0
2021-09-03,2021,강남구,24.4,29.3,0.0,2.0,60.3,0.455681013,30.43,0,0,0
2021-09-04,2021,강남구,23.5,29.0,0.0,2.2,57.0,0.455681013,29.2,0,0,0
2021-09-05,2021,강남구,22.8,26.4,0.0,2.7,61.1,0.455681013,28.91,0,0,0
2021-09-06,2021,강남구,21.7,26.0,11.0,2.5,70.1,0.455681013,28.71,0,0,0
2021-09-07,2021,강남구,19.4,21.3,27.0,2.1,98.1,0.455681013,29.21,0,0,0
2021-09-08,2021,강남구,22.2,26.9,1.0,1.1,81.3,0.455681013,30.33,0,0,0
2021-09-09,2021,강남구,23.8,29.6,0.0,0.9,76.5,0.455681013,31.45,0,0,0
2021-09-10,2021,강남구,23.8,28.9,0.0,1.0,76.0,0.455681013,31.4,0,0,0
2021-09-11,2021,강남구,24.4,29.9,0.0,1.0,73.1,0.455681013,31.71,0,0,0
2021-09-12,2021,강남구,24.9,30.3,0.0,1.1,64.6,0.455681013,31.36,0,0,0
2021-09-13,2021,강남구,24.8,30.2,0.0,1.8,67.1,0.455681013,31.51,0,0,0
2021-09-14,2021,강남구,24.5,29.1,0.0,2.1,63.3,0.455681013,30.83,0,0,0
2021-09-15,2021,강남구,23.6,28.7,0.0,3.2,57.5,0.455681013,29.35,0,0,0
2021-09-16,2021,강남구,23.0,27.4,0.0,2.0,61.1,0.455681013,29.11,0,0,0
2021-09-17,2021,강남구,23.4,27.8,0.0,2.7,61.4,0.455681013,29.54,0,0,0
2021-09-18,2021,강남구,24.3,29.4,0.0,1.3,65.1,0.455681013,30.81,0,0,0
2021-09-19,2021,강남구,23.9,27.5,0.0,1.6,62.9,0.455681013,30.19,0,0,0
2021-09-20,2021,강남구,23.6,28.0,0.0,2.1,63.6,0.455681013,29.96,0,0,0
2021-09-21,2021,강남구,21.4,26.1,56.0,2.0,85.1,0.455681013,29.91,0,0,0
2021-09-22,2021,강남구,20.3,24.7,8.5,1.7,79.0,0.455681013,28.2,0,0,0
2021-09-23,2021,강남구,20.9,24.6,0.0,1.5,67.3,0.455681013,27.63,0,0,0
2021-09-24,2021,강남구,22.1,26.8,0.0,1.6,67.5,0.455681013,28.85,0,0,0
2021-09-25,2021,강남구,21.1,22.9,0.0,1.9,72.6,0.455681013,28.36,0,0,0
2022-05-25,2022,강남구,20.1,25.8,4.0,1.6,66.6,0.455681013,26.76,0,0,0
2022-05-26,2022,강남구,17.5,22.1,0.0,2.4,59.9,0.455681013,23.49,0,0,0
2022-05-27,2022,강남구,18.7,24.2,0.0,2.1,62.5,0.455681013,24.95,0,0,0
2022-05-28,2022,강남구,22.0,28.9,0.0,1.8,54.1,0.455681013,27.41,0,0,0
2022-05-29,2022,강남구,22.0,28.9,0.0,1.3,66.4,0.455681013,28.64,0,0,0
2022-05-30,2022,강남구,20.3,24.0,0.0,1.4,71.0,0.455681013,27.4,0,0,0
2022-05-31,2022,강남구,20.1,26.3,0.0,1.5,42.4,0.455681013,24.34,0,0,0
2022-06-01,2022,강남구,22.1,28.2,0.0,1.5,41.6,0.455681013,26.26,0,0,0
2022-06-02,2022,강남구,20.6,25.7,0.0,1.5,67.4,0.455681013,27.34,0,0,0
2022-06-03,2022,강남구,23.9,31.7,0.0,1.1,62.8,0.455681013,30.18,0,0,0
2022-06-04,2022,강남구,24.8,29.1,0.0,1.2,57.0,0.455681013,30.5,0,0,0
2022-06-05,2022,강남구,21.9,26.3,0.0,1.8,59.8,0.455681013,27.88,0,0,0
2022-06-06,2022,강남구,18.5,22.9,9.0,2.8,69.0,0.455681013,25.4,0,0,0
2022-06-07,2022,강남구,19.8,25.0,0.0,2.2,54.5,0.455681013,25.25,0,0,0
2022-06-08,2022,강남구,20.2,24.4,0.0,1.2,61.6,0.455681013,26.36,0,0,0
2022-06-09,2022,강남구,20.6,24.4,0.0,0.9,76.1,0.455681013,28.21,0,0,0
2022-06-10,2022,강남구,20.8,26.9,0.5,1.2,75.8,0.455681013,28.38,0,0,0
2022-06-11,2022,강남구,24.2,30.3,0.0,1.8,59.6,0.455681013,30.16,0,0,0
2022-06-12,2022,강남구,23.8,29.9,0.0,1.9,58.9,0.455681013,29.69,0,0,0
2022-06-13,2022,강남구,23.2,28.9,0.0,2.2,68.5,0.455681013,30.05,0,0,0
2022-06-14,2022,강남구,21.0,26.9,0.0,3.1,56.4,0.455681013,26.64,0,0,0
2022-06-15,2022,강남구,16.8,19.9,12.0,1.9,92.4,0.455681013,26.04,0,0,0
2022-06-16,2022,강남구,19.6,24.4,4.0,1.3,78.4,0.455681013,27.44,0,0,0
2022-06-17,2022,강남구,22.3,28.2,0.0,0.9,76.4,0.455681013,29.94,0,0,0
2022-06-18,2022,강남구,22.6,25.2,0.0,0.8,79.6,0.455681013,30.56,0,0,0
2022-06-19,2022,강남구,23.0,25.1,0.0,0.8,81.6,0.455681013,31.16,0,0,0
2022-06-20,2022,강남구,24.8,29.7,0.0,0.7,76.6,0.455681013,32.46,0,0,0
2022-06-21,2022,강남구,26.4,32.5,0.0,1.2,72.6,0.455681013,33.66,0,0,0
2022-06-22,2022,강남구,25.4,30.7,0.0,1.3,71.1,0.455681013,32.51,0,0,0
2022-06-23,2022,강남구,23.7,27.1,80.0,1.6,89.1,0.455681013,32.61,0,0,0
2022-06-24,2022,강남구,21.7,24.6,24.5,2.2,90.9,0.455681013,30.79,0,0,0
2022-06-25,2022,강남구,25.6,30.8,0.0,1.7,80.4,0.455681013,33.64,0,0,0
2022-06-26,2022,강남구,26.0,28.1,0.0,1.7,82.1,0.455681013,34.21,0,0,0
2022-06-27,2022,강남구,26.3,28.3,7.0,1.9,84.4,0.455681013,34.74,0,0,0
2022-06-28,2022,강남구,26.4,27.6,2.5,3.7,81.9,0.455681013,34.59,0,0,0
2022-06-29,2022,강남구,24.2,25.7,41.5,2.6,95.5,0.455681013,33.75,0,0,0
2022-06-30,2022,강남구,21.7,23.5,194.0,1.6,99.3,0.455681013,31.63,0,0,0
2022-07-01,2022,강남구,26.8,31.2,0.0,1.1,83.3,0.455681013,35.13,0,0,0
2022-07-02,2022,강남구,28.8,33.7,0.0,0.9,72.8,0.455681013,36.08,1,0,0
2022-07-03,2022,강남구,29.7,34.7,0.0,1.0,68.6,0.455681013,36.56,2,0,0
2022-07-04,2022,강남구,29.5,33.0,0.0,0.9,71.8,0.455681013,36.68,3,0,0
2022-07-05,2022,강남구,28.8,33.0,19.5,0.7,73.8,0.455681013,36.18,4,0,0
2022-07-06,2022,강남구,29.6,33.6,22.0,1.1,76.0,0.455681013,37.2,5,0,0
2022-07-07,2022,강남구,27.9,30.6,0.5,1.6,82.3,0.455681013,36.13,0,1,0
2022-07-08,2022,강남구,25.6,28.0,1.5,1.5,84.4,0.455681013,34.04,0,0,0
2022-07-09,2022,강남구,26.8,31.3,0.0,0.6,82.1,0.455681013,35.01,0,0,0
2022-07-10,2022,강남구,29.1,35.1,0.0,0.95,68.0,0.455681013,35.9,1,0,0
2022-07-11,2022,강남구,27.3,30.9,3.0,1.3,75.0,0.455681013,34.8,0,0,0
2022-07-12,2022,강남구,27.1,30.0,0.0,1.6,73.1,0.455681013,34.41,0,0,0
2022-07-13,2022,강남구,24.4,27.4,135.0,1.3,93.9,0.455681013,33.79,0,0,0
2022-07-14,2022,강남구,25.0,29.8,0.5,1.2,84.6,0.455681013,33.46,0,0,0
2022-07-15,2022,강남구,25.4,30.0,0.0,1.3,76.5,0.455681013,33.05,0,0,0
2022-07-16,2022,강남구,25.6,30.2,0.0,1.7,83.4,0.455681013,33.94,0,0,0
2022-07-17,2022,강남구,25.4,29.7,0.0,1.5,78.9,0.455681013,33.29,0,0,0
2022-07-18,2022,강남구,26.9,31.2,0.0,1.4,76.0,0.455681013,34.5,0,0,0
2022-07-19,2022,강남구,27.1,31.1,0.0,1.5,74.1,0.455681013,34.51,0,0,0
2022-07-20,2022,강남구,27.1,30.9,1.5,1.4,76.1,0.455681013,34.71,0,0,0
2022-07-21,2022,강남구,22.8,25.5,21.5,1.7,87.6,0.455681013,31.56,0,0,0
2022-07-22,2022,강남구,24.4,27.4,16.5,1.2,81.5,0.455681013,32.55,0,0,0
2022-07-23,2022,강남구,24.1,28.0,20.0,1.1,83.6,0.455681013,32.46,0,0,0
2022-07-24,2022,강남구,24.9,28.4,0.5,1.3,86.9,0.455681013,33.59,0,0,0
2022-07-25,2022,강남구,27.8,32.8,0.0,1.0,75.0,0.455681013,35.3,0,0,0
2022-07-26,2022,강남구,29.2,33.8,0.0,1.0,72.5,0.455681013,36.45,1,0,0
2022-07-27,2022,강남구,29.0,33.2,0.0,1.4,66.3,0.455681013,35.63,2,0,0
2022-07-28,2022,강남구,29.5,34.5,0.0,1.6,63.8,0.455681013,35.88,3,0,0
2022-07-29,2022,강남구,30.8,35.8,0.0,1.4,68.1,0.455681013,37.61,4,0,0
2022-07-30,2022,강남구,31.6,36.4,0.0,2.2,68.4,0.455681013,38.44,5,0,0
2022-07-31,2022,강남구,26.9,29.7,38.0,1.8,85.8,0.455681013,35.48,0,0,0
2022-08-01,2022,강남구,28.4,32.7,32.0,1.8,82.4,0.455681013,36.64,0,0,0
2022-08-02,2022,강남구,26.1,28.3,49.0,1.9,90.0,0.455681013,35.1,0,0,0
2022-08-03,2022,강남구,27.0,31.0,49.0,1.9,90.1,0.455681013,36.01,0,0,0
2022-08-04,2022,강남구,28.6,33.2,0.5,1.4,79.3,0.455681013,36.53,1,0,0
2022-08-05,2022,강남구,28.9,32.2,0.0,1.6,76.6,0.455681013,36.56,0,1,0
2022-08-06,2022,강남구,28.8,31.4,2.5,1.2,85.3,0.455681013,37.33,0,0,0
2022-08-07,2022,강남구,28.4,32.7,1.0,1.6,82.1,0.455681013,36.61,0,0,0
2022-08-08,2022,강남구,26.2,27.9,381.5,2.1,91.6,0.455681013,35.36,0,0,0
2022-08-09,2022,강남구,24.3,26.0,134.0,1.5,96.0,0.455681013,33.9,0,0,0
2022-08-10,2022,강남구,23.9,28.4,11.5,0.9,85.3,0.455681013,32.43,0,0,0
2022-08-11,2022,강남구,24.2,27.3,50.5,0.9,87.9,0.455681013,32.99,0,0,0
2022-08-12,2022,강남구,27.2,32.5,0.0,0.9,73.8,0.455681013,34.58,0,0,0
2022-08-13,2022,강남구,25.2,27.5,3.5,0.9,82.8,0.455681013,33.48,0,0,0
2022-08-14,2022,강남구,27.4,32.3,0.5,1.3,83.0,0.455681013,35.7,0,0,0
2022-08-15,2022,강남구,27.7,30.3,1.5,3.2,83.0,0.455681013,36.0,0,0,0
2022-08-16,2022,강남구,26.4,30.5,0.0,1.5,75.4,0.455681013,33.94,0,0,0
2022-08-17,2022,강남구,26.5,31.2,0.0,1.0,76.6,0.455681013,34.16,0,0,0
2022-08-18,2022,강남구,25.8,31.1,0.0,1.1,75.8,0.455681013,33.38,0,0,0
2022-08-19,2022,강남구,25.7,27.6,37.5,1.6,86.1,0.455681013,34.31,0,0,0
2022-08-20,2022,강남구,28.0,32.1,0.0,1.2,80.0,0.455681013,36.0,0,0,0
2022-08-21,2022,강남구,28.1,31.7,0.0,1.0,75.3,0.455681013,35.63,0,0,0
2022-08-22,2022,강남구,26.5,30.5,1.5,1.4,75.6,0.455681013,34.06,0,0,0
2022-08-23,2022,강남구,25.3,30.4,3.5,1.3,75.0,0.455681013,32.8,0,0,0
2022-08-24,2022,강남구,24.8,28.6,0.0,1.7,66.9,0.455681013,31.49,0,0,0
2022-08-25,2022,강남구,22.2,24.3,1.5,0.8,78.0,0.455681013,30.0,0,0,0
2022-08-26,2022,강남구,23.9,28.4,0.0,1.2,75.3,0.455681013,31.43,0,0,0
2022-08-27,2022,강남구,21.7,25.6,0.5,1.9,63.1,0.455681013,28.01,0,0,0
2022-08-28,2022,강남구,23.0,28.6,0.0,1.3,59.4,0.455681013,28.94,0,0,0
2022-08-29,2022,강남구,20.6,22.7,2.0,1.5,74.0,0.455681013,28.0,0,0,0
2022-08-30,2022,강남구,18.2,20.0,32.5,1.8,96.3,0.455681013,27.83,0,0,0
2022-08-31,2022,강남구,21.1,24.3,0.0,1.1,83.3,0.455681013,29.43,0,0,0
2022-09-01,2022,강남구,24.4,30.6,0.0,1.2,70.8,0.455681013,31.48,0,0,0
2022-09-02,2022,강남구,24.6,29.5,0.0,2.3,61.8,0.455681013,30.78,0,0,0
2022-09-03,2022,강남구,23.9,28.4,0.0,2.8,63.0,0.455681013,30.2,0,0,0
2022-09-04,2022,강남구,22.2,25.2,22.5,2.1,88.6,0.455681013,31.06,0,0,0
2022-09-05,2022,강남구,18.3,22.0,126.5,2.4,95.9,0.455681013,27.89,0,0,0
2022-09-06,2022,강남구,20.5,26.3,27.0,2.3,78.0,0.455681013,28.3,0,0,0
2022-09-07,2022,강남구,23.1,28.4,0.0,1.0,65.3,0.455681013,29.63,0,0,0
2022-09-08,2022,강남구,23.4,30.0,0.0,1.1,65.5,0.455681013,29.95,0,0,0
2022-09-09,2022,강남구,24.7,30.2,0.0,1.5,59.1,0.455681013,30.61,0,0,0
2022-09-10,2022,강남구,23.8,28.9,0.0,1.4,52.3,0.455681013,29.03,0,0,0
2022-09-11,2022,강남구,23.2,26.0,0.0,1.5,68.6,0.455681013,30.06,0,0,0
2022-09-12,2022,강남구,24.1,28.0,0.0,1.0,76.1,0.455681013,31.71,0,0,0
2022-09-13,2022,강남구,24.3,26.1,0.0,1.8,73.0,0.455681013,31.6,0,0,0
2022-09-14,2022,강남구,24.4,28.2,0.0,3.2,56.9,0.455681013,30.09,0,0,0
2022-09-15,2022,강남구,25.1,28.4,0.5,2.0,66.9,0.455681013,31.79,0,0,0
2022-09-16,2022,강남구,25.6,30.8,13.0,2.1,78.6,0.455681013,33.46,0,0,0
2022-09-17,2022,강남구,25.5,30.3,2.5,0.9,83.1,0.455681013,33.81,0,0,0
2022-09-18,2022,강남구,27.1,32.2,0.0,1.5,75.3,0.455681013,34.63,0,0,0
2022-09-19,2022,강남구,24.8,29.6,0.0,2.2,63.1,0.455681013,31.11,0,0,0
2022-09-20,2022,강남구,20.0,24.0,0.0,1.5,57.0,0.455681013,25.7,0,0,0
2022-09-21,2022,강남구,19.8,25.8,0.0,1.2,56.9,0.455681013,25.49,0,0,0
2022-09-22,2022,강남구,19.9,25.2,0.0,1.2,60.1,0.455681013,25.91,0,0,0
2022-09-23,2022,강남구,17.6,22.9,1.5,1.7,68.9,0.455681013,24.49,0,0,0
2022-09-24,2022,강남구,18.5,23.9,0.0,1.3,64.6,0.455681013,24.96,0,0,0
2022-09-25,2022,강남구,20.3,25.6,0.0,1.0,63.3,0.455681013,26.63,0,0,0
2023-05-25,2023,강남구,20.9,27.1,0.0,1.3,46.6,0.455681013,25.56,0,0,0
2023-05-26,2023,강남구,21.5,27.2,0.5,1.2,57.4,0.455681013,27.24,0,0,0
2023-05-27,2023,강남구,18.9,20.4,27.5,1.2,87.4,0.455681013,27.64,0,0,0
2023-05-28,2023,강남구,18.4,19.5,44.0,1.1,98.9,0.455681013,28.29,0,0,0
2023-05-29,2023,강남구,22.6,28.7,4.0,1.1,83.4,0.455681013,30.94,0,0,0
2023-05-30,2023,강남구,23.3,28.3,0.0,1.3,69.5,0.455681013,30.25,0,0,0
2023-05-31,2023,강남구,22.9,28.4,0.0,1.6,60.8,0.455681013,28.98,0,0,0
2023-06-01,2023,강남구,22.7,26.3,0.0,1.0,66.9,0.455681013,29.39,0,0,0
2023-06-02,2023,강남구,19.7,25.1,0.0,1.4,77.4,0.455681013,27.44,0,0,0
2023-06-03,2023,강남구,21.5,27.4,0.0,1.7,60.1,0.455681013,27.51,0,0,0
2023-06-04,2023,강남구,21.4,27.9,0.0,1.6,61.0,0.455681013,27.5,0,0,0
2023-06-05,2023,강남구,20.8,25.2,0.0,1.9,66.9,0.455681013,27.49,0,0,0
2023-06-06,2023,강남구,19.9,24.8,0.0,1.5,72.9,0.455681013,27.19,0,0,0
2023-06-07,2023,강남구,20.7,25.1,0.0,1.2,75.3,0.455681013,28.23,0,0,0
2023-06-08,2023,강남구,19.8,23.8,0.5,1.4,80.5,0.455681013,27.85,0,0,0
2023-06-09,2023,강남구,23.3,28.5,1.0,1.1,64.0,0.455681013,29.7,0,0,0
2023-06-10,2023,강남구,23.3,29.0,4.0,1.5,70.0,0.455681013,30.3,0,0,0
2023-06-11,2023,강남구,21.8,26.9,8.5,1.5,76.1,0.455681013,29.41,0,0,0
2023-06-12,2023,강남구,22.3,27.8,0.0,1.0,70.5,0.455681013,29.35,0,0,0
2023-06-13,2023,강남구,22.2,26.6,0.0,1.4,70.0,0.455681013,29.2,0,0,0
2023-06-14,2023,강남구,21.1,24.9,1.5,0.9,80.3,0.455681013,29.13,0,0,0
2023-06-15,2023,강남구,22.5,28.1,0.0,1.1,70.8,0.455681013,29.58,0,0,0
2023-06-16,2023,강남구,23.8,29.6,0.0,1.3,64.4,0.455681013,30.24,0,1,0
2023-06-17,2023,강남구,24.6,31.0,0.0,1.1,57.1,0.455681013,30.31,0,0,0
2023-06-18,2023,강남구,26.0,32.8,0.0,1.1,60.5,0.455681013,32.05,0,0,0
2023-06-19,2023,강남구,28.3,34.9,0.0,1.4,57.8,0.455681013,34.08,1,0,0
2023-06-20,2023,강남구,24.3,26.4,9.5,1.2,64.5,0.455681013,30.75,0,0,0
2023-06-21,2023,강남구,20.1,22.2,19.5,1.5,92.6,0.455681013,29.36,0,0,0
2023-06-22,2023,강남구,22.1,26.4,0.0,1.4,77.1,0.455681013,29.81,0,0,0
2023-06-23,2023,강남구,24.4,30.2,0.0,0.9,76.6,0.455681013,32.06,0,0,0
